dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary
n14,0,anf_n14_0,anf_n14_0,14,11,external_ros_lut_k3,3,928,1739,1787,859,47,48,62,1128.955,True,0.8120911121368408,47,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,9,parity_n6,parity_n6,6,6,external_ros_lut_k5,5,32,75,79,47,3,3,10,42.655,True,0.04513120651245117,3,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,11,threshold3_n6,threshold3_n6,6,35,external_ros_lut_k3,3,400,723,745,345,19,20,26,483.545,True,0.04762768745422363,19,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,11,threshold3_n6,threshold3_n6,6,35,external_ros_lut_k4,4,504,853,865,361,10,12,17,578.705,True,0.04701519012451172,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,11,threshold3_n6,threshold3_n6,6,35,external_ros_lut_k5,5,544,893,899,355,3,5,10,606.755,True,0.04749894142150879,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,145,truth_n6_0,truth_n6_0,6,29,external_ros_lut_k3,3,528,971,989,461,24,25,31,636.2850000000001,True,0.22756099700927734,24,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,145,truth_n6_0,truth_n6_0,6,29,external_ros_lut_k4,4,552,965,977,425,11,13,18,635.505,True,0.2137129306793213,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,145,truth_n6_0,truth_n6_0,6,29,external_ros_lut_k5,5,776,1291,1297,521,6,9,13,870.3050000000001,True,0.2086350917816162,6,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,146,truth_n6_1,truth_n6_1,6,36,external_ros_lut_k3,3,632,1129,1141,509,30,31,37,761.365,True,0.22518658638000488,30,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,146,truth_n6_1,truth_n6_1,6,36,external_ros_lut_k4,4,696,1189,1203,507,15,17,22,800.675,True,0.20406317710876465,15,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,146,truth_n6_1,truth_n6_1,6,36,external_ros_lut_k5,5,1000,1647,1659,659,7,10,14,1117.355,True,0.19057011604309082,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,155,truth_n6_10,truth_n6_10,6,36,external_ros_lut_k3,3,496,885,901,405,19,20,26,588.9649999999999,True,0.5408499240875244,19,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,155,truth_n6_10,truth_n6_10,6,36,external_ros_lut_k4,4,520,899,909,389,13,15,20,603.485,True,0.17654776573181152,13,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,155,truth_n6_10,truth_n6_10,6,36,external_ros_lut_k5,5,792,1305,1313,521,6,9,13,887.1050000000001,True,0.38707876205444336,6,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,156,truth_n6_11,truth_n6_11,6,37,external_ros_lut_k3,3,424,769,779,355,19,20,26,509.995,True,0.38431787490844727,19,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,156,truth_n6_11,truth_n6_11,6,37,external_ros_lut_k4,4,400,695,705,305,8,10,15,461.425,True,0.373981237411499,8,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,156,truth_n6_11,truth_n6_11,6,37,external_ros_lut_k5,5,424,707,713,289,3,6,10,477.86499999999995,True,0.6291849613189697,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,157,truth_n6_12,truth_n6_12,6,29,external_ros_lut_k3,3,560,1027,1047,487,27,28,34,677.6550000000001,True,0.46390295028686523,27,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,157,truth_n6_12,truth_n6_12,6,29,external_ros_lut_k4,4,656,1131,1143,487,12,14,19,751.255,True,0.3744978904724121,12,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,157,truth_n6_12,truth_n6_12,6,29,external_ros_lut_k5,5,560,953,961,401,7,9,14,634.545,True,0.3916149139404297,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,158,truth_n6_13,truth_n6_13,6,38,external_ros_lut_k3,3,456,835,855,399,23,24,30,554.2149999999999,True,0.37929677963256836,23,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,158,truth_n6_13,truth_n6_13,6,38,external_ros_lut_k4,4,472,815,829,357,11,13,18,546.605,True,0.3622720241546631,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,158,truth_n6_13,truth_n6_13,6,38,external_ros_lut_k5,5,536,889,895,359,4,7,11,602.5749999999999,True,0.3779888153076172,4,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,159,truth_n6_14,truth_n6_14,6,34,external_ros_lut_k3,3,576,1049,1063,487,26,27,33,692.7750000000001,True,0.4672880172729492,26,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,159,truth_n6_14,truth_n6_14,6,34,external_ros_lut_k4,4,456,797,809,353,11,13,18,529.545,True,0.6684470176696777,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,159,truth_n6_14,truth_n6_14,6,34,external_ros_lut_k5,5,648,1073,1079,431,4,7,11,725.4149999999998,True,0.5485091209411621,4,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,160,truth_n6_15,truth_n6_15,6,29,external_ros_lut_k3,3,560,1011,1033,473,27,28,34,676.6650000000001,True,0.4747021198272705,27,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,160,truth_n6_15,truth_n6_15,6,29,external_ros_lut_k4,4,544,943,959,415,13,15,20,630.255,True,0.35039329528808594,13,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,160,truth_n6_15,truth_n6_15,6,29,external_ros_lut_k5,5,536,893,901,365,5,8,12,604.885,True,0.42539286613464355,5,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,161,truth_n6_16,truth_n6_16,6,35,external_ros_lut_k3,3,504,927,941,437,23,24,30,607.565,True,0.352694034576416,23,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,161,truth_n6_16,truth_n6_16,6,35,external_ros_lut_k4,4,584,1021,1031,447,10,12,17,668.7750000000001,True,0.4262239933013916,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,161,truth_n6_16,truth_n6_16,6,35,external_ros_lut_k5,5,624,1055,1065,441,7,10,14,706.585,True,0.3682680130004883,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,162,truth_n6_17,truth_n6_17,6,31,external_ros_lut_k3,3,504,925,939,435,25,26,32,611.4350000000001,True,0.2720060348510742,25,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,162,truth_n6_17,truth_n6_17,6,31,external_ros_lut_k4,4,560,951,963,403,11,13,18,642.515,True,0.2688329219818115,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,162,truth_n6_17,truth_n6_17,6,31,external_ros_lut_k5,5,536,885,893,357,4,6,11,600.365,True,0.23114585876464844,4,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,163,truth_n6_18,truth_n6_18,6,34,external_ros_lut_k3,3,448,829,845,397,24,25,31,547.8050000000001,True,0.24987292289733887,24,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,163,truth_n6_18,truth_n6_18,6,34,external_ros_lut_k4,4,512,893,903,391,12,14,19,593.175,True,0.23455309867858887,12,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,163,truth_n6_18,truth_n6_18,6,34,external_ros_lut_k5,5,616,1027,1033,417,6,9,13,694.745,True,0.46552491188049316,6,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,164,truth_n6_19,truth_n6_19,6,33,external_ros_lut_k3,3,560,1011,1029,469,25,26,32,672.565,True,0.4433629512786865,25,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,164,truth_n6_19,truth_n6_19,6,33,external_ros_lut_k4,4,632,1091,1099,467,12,14,19,724.795,True,0.41613101959228516,12,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,164,truth_n6_19,truth_n6_19,6,33,external_ros_lut_k5,5,648,1089,1093,445,6,8,13,728.405,True,0.3114449977874756,6,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,147,truth_n6_2,truth_n6_2,6,37,external_ros_lut_k3,3,552,995,1011,459,23,24,30,659.555,True,0.20471715927124023,23,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,147,truth_n6_2,truth_n6_2,6,37,external_ros_lut_k4,4,440,767,783,343,11,13,18,511.855,True,0.22697019577026367,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,147,truth_n6_2,truth_n6_2,6,37,external_ros_lut_k5,5,736,1215,1221,485,4,6,11,819.765,True,0.18651914596557617,4,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,165,truth_n6_20,truth_n6_20,6,30,external_ros_lut_k3,3,592,1083,1103,511,27,28,34,712.975,True,0.36329007148742676,27,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,165,truth_n6_20,truth_n6_20,6,30,external_ros_lut_k4,4,704,1223,1235,531,16,18,23,812.7549999999999,True,0.28978896141052246,16,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,165,truth_n6_20,truth_n6_20,6,30,external_ros_lut_k5,5,1080,1785,1793,713,8,11,15,1207.4250000000002,True,0.2884082794189453,8,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,166,truth_n6_21,truth_n6_21,6,35,external_ros_lut_k3,3,496,899,917,421,21,22,28,593.9250000000001,True,0.2806892395019531,21,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,166,truth_n6_21,truth_n6_21,6,35,external_ros_lut_k4,4,480,831,847,367,11,13,18,555.615,True,0.3449971675872803,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,166,truth_n6_21,truth_n6_21,6,35,external_ros_lut_k5,5,544,897,905,361,4,7,11,611.065,True,0.3602468967437744,4,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,167,truth_n6_22,truth_n6_22,6,34,external_ros_lut_k3,3,424,801,827,403,21,22,28,516.4749999999999,True,0.30466699600219727,21,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,167,truth_n6_22,truth_n6_22,6,34,external_ros_lut_k4,4,352,631,643,291,10,11,17,411.795,True,0.33085012435913086,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,167,truth_n6_22,truth_n6_22,6,34,external_ros_lut_k5,5,712,1191,1201,489,7,10,14,802.545,True,0.302340030670166,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,168,truth_n6_23,truth_n6_23,6,24,external_ros_lut_k3,3,472,853,871,399,21,22,28,567.1750000000001,True,0.36975812911987305,21,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,168,truth_n6_23,truth_n6_23,6,24,external_ros_lut_k4,4,568,975,985,417,12,14,19,653.9449999999999,True,0.32625317573547363,12,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,168,truth_n6_23,truth_n6_23,6,24,external_ros_lut_k5,5,608,1015,1025,417,7,10,14,688.145,True,0.4730198383331299,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,169,truth_n6_24,truth_n6_24,6,37,external_ros_lut_k3,3,504,921,937,433,22,23,29,605.225,True,0.3629159927368164,22,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,169,truth_n6_24,truth_n6_24,6,37,external_ros_lut_k4,4,528,919,925,397,10,12,17,606.605,True,0.3925011157989502,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,169,truth_n6_24,truth_n6_24,6,37,external_ros_lut_k5,5,616,1039,1049,433,7,10,14,697.625,True,0.354978084564209,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,170,truth_n6_25,truth_n6_25,6,31,external_ros_lut_k3,3,384,711,725,341,18,19,25,464.725,True,0.47728800773620605,18,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,170,truth_n6_25,truth_n6_25,6,31,external_ros_lut_k4,4,488,863,873,385,11,13,18,565.465,True,0.3132202625274658,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,170,truth_n6_25,truth_n6_25,6,31,external_ros_lut_k5,5,608,1015,1019,411,5,8,12,683.995,True,0.5484678745269775,5,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,171,truth_n6_26,truth_n6_26,6,32,external_ros_lut_k3,3,504,903,917,413,24,25,31,608.005,True,0.494642972946167,24,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,171,truth_n6_26,truth_n6_26,6,32,external_ros_lut_k4,4,728,1237,1245,517,11,13,18,827.3249999999999,True,0.5165507793426514,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,171,truth_n6_26,truth_n6_26,6,32,external_ros_lut_k5,5,760,1245,1251,491,4,7,11,847.4749999999999,True,0.3603689670562744,4,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,172,truth_n6_27,truth_n6_27,6,36,external_ros_lut_k3,3,440,807,827,387,21,22,28,532.555,True,0.3042721748352051,21,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,172,truth_n6_27,truth_n6_27,6,36,external_ros_lut_k4,4,504,885,899,395,10,12,17,580.835,True,0.27724599838256836,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,172,truth_n6_27,truth_n6_27,6,36,external_ros_lut_k5,5,592,987,993,401,6,9,13,668.385,True,0.3133060932159424,6,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,173,truth_n6_28,truth_n6_28,6,29,external_ros_lut_k3,3,464,855,873,409,21,22,28,559.385,True,0.35425424575805664,21,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,173,truth_n6_28,truth_n6_28,6,29,external_ros_lut_k4,4,384,673,685,301,9,11,16,446.205,True,0.2987487316131592,9,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,173,truth_n6_28,truth_n6_28,6,29,external_ros_lut_k5,5,512,853,861,349,5,7,12,576.525,True,0.27400708198547363,5,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,174,truth_n6_29,truth_n6_29,6,25,external_ros_lut_k3,3,536,975,991,455,26,27,33,648.415,True,0.22379231452941895,26,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,174,truth_n6_29,truth_n6_29,6,25,external_ros_lut_k4,4,512,883,893,381,9,11,16,586.525,True,0.21919989585876465,9,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,174,truth_n6_29,truth_n6_29,6,25,external_ros_lut_k5,5,576,951,961,385,5,8,12,648.305,True,0.23598384857177734,5,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,148,truth_n6_3,truth_n6_3,6,37,external_ros_lut_k3,3,512,949,969,457,22,23,29,615.065,True,0.3201429843902588,22,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,148,truth_n6_3,truth_n6_3,6,37,external_ros_lut_k4,4,528,929,941,413,10,12,17,607.405,True,0.25579380989074707,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,148,truth_n6_3,truth_n6_3,6,37,external_ros_lut_k5,5,960,1599,1607,647,7,10,14,1074.535,True,0.193817138671875,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,175,truth_n6_30,truth_n6_30,6,28,external_ros_lut_k3,3,336,615,627,291,14,15,21,402.915,True,0.2031261920928955,14,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,175,truth_n6_30,truth_n6_30,6,28,external_ros_lut_k4,4,448,773,783,335,8,10,15,514.0150000000001,True,0.34908390045166016,8,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,175,truth_n6_30,truth_n6_30,6,28,external_ros_lut_k5,5,432,725,729,297,3,6,10,486.90500000000003,True,0.3184020519256592,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,176,truth_n6_31,truth_n6_31,6,29,external_ros_lut_k3,3,600,1075,1091,491,27,28,34,720.275,True,0.38797712326049805,27,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,176,truth_n6_31,truth_n6_31,6,29,external_ros_lut_k4,4,736,1259,1277,541,14,16,21,842.925,True,0.31067395210266113,14,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
